host,avgRTT,packetLoss,latency,hopCount,bandwidth,psnr,ssim_first,ssim_second,kaynak,kayitboyut,kayip,kayip_orani,h10gelen,h10giden,h10toplam,h14gelen,h14giden,h14toplam,type,server,tahmin_mos,real_mos
h11,219.844,0.0,57,2,10000000,26.344484,0.971135,15.396287,67209812,62914560,4295252,6.630650893652254,16858704,567280,36875402,12165242,531799,35405423,6,h10,[3.96220746],4
h12,271.682,0.0,77,3,10000000,26.063986,0.96805,14.955269,67209812,60555264,6654548,10.14099548440933,24552736,612398,62040536,16413456,561227,52380106,6,h10,[3.80901845],4
h13,1217.076,0.0,51,2,10000000,20.135943,0.896509,9.850985,67209812,63438848,3770964,5.85057431792846,34317366,665784,97023686,20556832,598101,73535039,6,h14,[3.65739171],3
h21,1497.525,0.0,80,3,10000000,19.310637,0.85906,8.509654,67209812,57933824,9275988,14.041378363028304,44888502,723724,142635912,26688102,645395,100868536,6,h14,[3.57994279],2
h22,1307.39,0.0,73,3,10000000,17.736591,0.825383,7.579143,67209812,52953088,14256724,21.45210583240436,55376278,953352,198965542,34881490,1048933,136798959,6,h14,[3.51177763],2
h23,1276.251,0.0,48,2,10000000,17.063015,0.807423,7.153958,67209812,50331648,16878164,25.352488711023323,65780694,5490356,270236592,45086506,5810967,187696432,6,h14,[3.54363891],2
h24,268.181,0.0,80,3,10000000,22.080351,0.947321,12.783596,67209812,59506688,7703124,11.70114863585692,76298262,14538534,361073388,57504380,15115425,260316237,6,h10,[2.81149695],3
h25,1140.707,0.0,51,2,10000000,16.59157,0.792713,6.834275,67209812,48234496,18975316,28.472795013918507,88159646,27954600,477187634,70054958,28747597,359118792,6,h14,[2.53208494],2
h1,1047.595,0.0,80,3,10000000,16.76262,0.778907,6.554243,67209812,46137344,21072468,31.593101316813684,100852158,46061713,624101505,84701918,47103718,490924428,6,h14,[2.30681034],2
h2,1442.264,0.0,73,3,10000000,17.809781,0.772426,6.428775,67209812,44302336,22907476,34.32336933184696,113322508,68929831,806353844,101139060,70304328,662367816,6,h14,[2.16425031],2
h3,1275.296,0.0,48,2,10000000,16.494621,0.752379,6.06213,67209812,41680896,25528916,38.22375221046594,125918766,96197605,1028470215,119569652,97883932,879821400,6,h14,[2.18142663],2
h6,1119.237,0.0,25,1,10000000,16.538419,0.748138,5.988368,67209812,40108032,27101780,40.56398193763732,138371766,128166139,1295008120,138735142,130305398,1148861940,6,h14,[2.35353147],2
h5,284.105,0.0,49,2,10000000,32.758961,0.987784,19.130805,67209812,67371008,-161196,0.0,9710,1352746,1362456,9822,1398720,1408542,6,h14,0,4
h7,309.593,0.0,109,4,10000000,30.618415,0.990339,20.149859,67209812,67371008,-161196,0.0,10662,1356823,2729941,1932882,1408734,4750158,6,h10,[4.4026638],5
h8,261.668,0.0,77,3,10000000,28.839926,0.985589,18.413117,67209812,66846720,363092,0.7800765757237946,1435942,1364433,5530316,4015896,1419824,10185878,6,h10,[3.90881836],4
h9,238.042,0.0,46,2,10000000,26.023723,0.976944,16.372115,67209812,66060288,1149524,1.9501914393094864,4957110,1381395,11868821,6104112,1439076,17729066,6,h10,[3.64783167],4
h11,347.034,0.0,49,2,10000000,27.115124,0.969349,15.13555,67209812,62914560,4295252,6.630650893652254,10540380,1408833,23818034,8191764,1460260,27381090,6,h10,[3.92876255],4
h12,599.719,0.0,74,3,10000000,25.362105,0.963549,14.382937,67209812,60293120,6916692,10.531033772271227,18262760,1447656,43528450,10290162,1483570,39154822,6,h10,[3.95725755],4
h13,1253.512,0.0,49,2,10000000,25.868645,0.960487,14.032573,67209812,66322432,887380,1.5601531514475893,28024362,1492692,73045504,12388490,1504702,53048014,6,h14,[3.77055761],4
h21,1322.327,0.0,72,3,10000000,22.379483,0.915897,10.751904,67209812,63438848,3770964,5.85057431792846,38603438,1547908,113196850,16421458,1533352,71002824,6,h14,[3.6355596],3
h22,1289.35,0.0,76,3,10000000,19.351853,0.856077,8.418699,67209812,57671680,9538132,14.4314166508902,49083274,1779794,164059918,22506482,1915172,95424478,6,h14,[3.57863364],2
h23,1247.62,0.0,48,2,10000000,18.029353,0.827522,7.632662,67209812,52690944,14518868,21.842144120266248,59487690,6446424,229994032,30623050,6813162,132860690,6,h14,[3.61490727],2
h24,1380.585,0.0,78,3,10000000,16.351428,0.799412,6.976942,67209812,50069504,17140308,25.742526998885225,69975466,15408886,315378384,40935726,15995656,189792072,6,h14,[3.19360485],2
h25,1183.235,0.0,49,2,10000000,16.422467,0.780578,6.5872,67209812,47710208,19499604,29.2528715896423,80300116,28458428,424136928,53055068,29237804,272084944,6,h14,[3.14943322],2
h1,1181.699,0.0,72,3,10000000,16.67909,0.770735,6.396626,67209812,45613056,21596756,32.37317789253748,90951018,46231428,561319374,67915074,47265308,387265326,6,h14,[2.4941048],2
h2,1412.504,0.0,76,3,10000000,16.868588,0.758659,6.173688,67209812,44040192,23169620,34.71340761970886,101438864,68701364,731459602,84367760,70045030,541678116,6,h14,[2.22546845],2
h3,1281.994,0.0,48,2,10000000,16.261602,0.744563,5.927155,67209812,41418752,25791060,38.61379049832783,111909308,95492441,938861351,102682986,97071934,741433036,6,h14,[2.10081974],2
h4,256.183,0.0,68,3,10000000,21.733957,0.942912,12.434577,67209812,59244544,7965268,12.091186923718816,122411344,126746993,1188019688,122010610,128912928,992356574,6,h10,[2.31904258],3
h6,1011.923,0.0,21,1,10000000,16.812732,0.74753,5.977903,67209812,39845888,27363924,40.954020225499214,134229962,162498971,1484748621,140790856,164889694,1298037124,6,h14,[2.34853147],2
h7,338.461,0.0,27,3,10000000,31.724478,0.985274,18.319121,67209812,67108864,100948,0.3900382878618973,9942,67840,77782,9900,69870,79770,6,h14,0,4
h8,216.759,0.0,50,2,10000000,23.903251,0.937766,12.059719,67209812,65536000,1673812,2.730268015033281,10824,70031,158637,1880332,79394,2039496,6,h14,[4.28813154],3
h9,280.136,0.0,72,3,10000000,20.127228,0.879728,9.198362,67209812,62390272,4819540,7.41072746937605,11790,71704,242131,5912768,98772,8051036,6,h14,[4.03779367],2
h11,235.885,0.0,53,2,10000000,36.894133,0.995734,23.699794,67209812,67371008,-161196,0.0,12756,73525,328412,12008280,127510,20186826,6,h10,[4.06456811],5
h12,421.214,0.0,76,3,10000000,33.265469,0.990628,20.281822,67209812,67108864,100948,0.3900382878618973,1437430,81975,1847817,18288192,158372,38633390,6,h10,[3.9170026],5
h13,558.543,0.0,53,2,10000000,28.675409,0.977986,16.573014,67209812,65798144,1411668,2.340229727171384,4955984,101550,6905351,24560842,191345,63385577,6,h10,[3.78256403],4
h21,1456.989,0.0,77,3,10000000,18.933999,0.846839,8.148523,67209812,56885248,10324564,15.60153151447589,10578934,128716,17613001,30904702,221363,94511642,6,h14,[3.82778607],2
h22,1357.026,0.0,80,3,10000000,16.964907,0.786235,6.700628,67209812,52166656,15043156,22.622220695990045,16873804,164456,34651261,39102632,259441,133873715,6,h14,[3.75002805],2
h23,1252.569,0.0,52,2,10000000,18.182119,0.802165,7.036964,67209812,49283072,17926740,26.912641862470917,23166856,209900,58028017,49319778,306429,183499922,6,h14,[3.61398696],2
h24,1332.73,0.0,68,3,10000000,16.808777,0.774722,6.472808,67209812,46923776,20286036,30.422986453227992,29418672,263762,87710451,61735990,363127,245599039,6,h14,[3.14406727],2
h25,1302.181,0.0,45,2,10000000,16.651848,0.753527,6.082299,67209812,44564480,22645332,33.93333104398506,35751142,327348,123788941,76231062,430273,322260374,6,h14,[2.86216335],2
h1,1266.531,0.0,77,3,10000000,16.299451,0.742841,5.897983,67209812,42467328,24742484,37.053637346880244,42044194,399466,166232601,92882906,502508,415645788,6,h14,[2.70243615],2
h2,307.12,0.0,116,4,10000000,26.424536,0.965549,14.628002,67209812,62652416,4557396,7.020689181514152,48287230,478891,214998722,110960372,585310,527191470,6,h10,[2.54521246],4
h3,590.541,0.0,114,4,10000000,25.107506,0.962026,14.205098,67209812,60030976,7178836,10.921072060133124,56054006,572743,271625471,129258326,668030,657117826,6,h10,[2.52988969],4
h4,474.928,0.0,74,3,10000000,25.221508,0.958653,13.83557,67209812,59244544,7965268,12.091186923718816,65810332,679953,338115756,147456674,751256,805325756,6,h10,[2.81521508],4
h5,1307.538,0.0,45,2,10000000,16.3975,0.739132,5.83579,67209812,40370176,26839636,40.173943649775424,77641894,801189,416558839,166034208,835074,972195038,6,h14,[2.54187671],2
h6,1410.419,0.0,23,1,10000000,16.163321,0.732131,5.720779,67209812,38535168,28674644,42.904211664808706,90185564,934117,507678520,184684928,931492,1157811458,6,h14,[2.46562671],2
